Date,ticker,finbert_positive,finbert_negative,finbert_neutral,finbert_confidence,finbert_score,news_count
2023-05-01,AAPL,0.1680565327142857,0.26089252104761906,0.571050955047619,0.8087193561904762,-0.09283598495238096,21
2023-05-02,AAPL,0.3058709463,0.335333178875,0.358795880375,0.8747556629166667,-0.02946223091666667,24
2023-05-03,AAPL,0.3362315968125,0.22884113825,0.434927277625,0.841289225625,0.10739045195625,16
2023-05-04,AAPL,0.1993375825473684,0.4856351996842105,0.3150272140263158,0.8650797357894736,-0.28629761002105264,38
2023-05-05,AAPL,0.49491817680645167,0.29214567048387097,0.21293614667741936,0.8655601448387097,0.202772499,31
2023-05-06,AAPL,0.239703562,0.19006326616666666,0.5702331503333333,0.703349315,0.04964029558333335,12
2023-05-07,AAPL,0.22078237644444443,0.23089502744444446,0.5483225836666666,0.7749607066666666,-0.010112657444444438,9
2023-05-08,AAPL,0.33182936452380957,0.28005267123809524,0.3881179533333333,0.8559237399999999,0.051776691142857136,21
2023-05-09,AAPL,0.32780146349999995,0.1553848439807692,0.5168136857307692,0.8411381149999999,0.1724166219230769,26
2023-05-10,AAPL,0.2899386301666667,0.39856835758333337,0.31149301591666667,0.7945692841666667,-0.10862973522500001,12
2023-05-11,AAPL,0.27054755447058826,0.13998307614705882,0.5894693635294117,0.8518736570588236,0.13056448272764706,17
2023-05-12,AAPL,0.32399339492857143,0.08303681207142857,0.5929697745714285,0.8007585285714286,0.2409565916214286,14
2023-05-13,AAPL,0.2917656111666667,0.1843950435,0.5238393706666666,0.834204295,0.10737055978333332,6
2023-05-14,AAPL,0.28470935999999997,0.0142635865,0.7010270900000001,0.7010270900000001,0.27044577,3
2023-05-15,AAPL,0.15009444758333332,0.4140230948333334,0.4358824525,0.8268248058333333,-0.2639286425333333,12
2023-05-16,AAPL,0.2284227066666667,0.17553362911666667,0.5960436813333333,0.7997916688888889,0.0528890743111111,18
2023-05-17,AAPL,0.31752846638461535,0.13679355846153846,0.5456779784615384,0.7846456900000001,0.18073491169230765,13
2023-05-18,AAPL,0.3073330108125,0.13265655137500001,0.5600104475625,0.7410757006250001,0.1746764615,16
2023-05-19,AAPL,0.33402921135294117,0.15427240141176468,0.5116983947058823,0.8215422676470588,0.1797568025352941,17
2023-05-20,AAPL,0.2868627325,0.029364141099999998,0.6837731357,0.8185455449999999,0.25749859210000003,10
2023-05-21,AAPL,0.3022683703333333,0.14289465094444445,0.554836974,0.8001396544444445,0.1593737288888889,9
2023-05-22,AAPL,0.2235853826470588,0.17006434523529412,0.6063502584705882,0.8258307064705882,0.05352104482352941,17
2023-05-23,AAPL,0.3730024765555556,0.0297389855,0.5972585483333334,0.7873024316666667,0.3432634885,18
2023-05-24,AAPL,0.2739066329545455,0.15114969427272726,0.5749436602272727,0.8667242327272727,0.12275693568181817,22
2023-05-25,AAPL,0.33750039021428574,0.2410300522142857,0.4214695506428572,0.8510045157142858,0.096470343,14
2023-05-26,AAPL,0.32950703173333334,0.1068035423,0.5636894136,0.8166602926666666,0.22270349026666666,15
2023-05-27,AAPL,0.30004860125000005,0.19033403170833332,0.5096173591666667,0.7530502716666666,0.10971456646666666,12
2023-05-28,AAPL,0.42412352,0.011927519999999999,0.5639489433333333,0.82828698,0.412196,3
2023-05-29,AAPL,0.224303126625,0.015975756125,0.759721135,0.83115549875,0.2083273729625,8
2023-05-30,AAPL,0.31283540552173916,0.20549483086956521,0.4816697573478261,0.829324064347826,0.1073405687826087,23
2023-05-31,AAPL,0.30324117194117645,0.17970616829411765,0.5170526746470587,0.8134938776470588,0.12353500494117646,17
2023-06-01,AAPL,0.4831060385652174,0.07373442495652173,0.44315955339130436,0.819884444347826,0.4093716079565218,23
2023-06-02,AAPL,0.24142437192916666,0.24529658670833335,0.5132790542083333,0.8590066679166667,-0.0038722128124999977,24
2023-06-03,AAPL,0.3343678913333334,0.13867043916666666,0.52696165975,0.7954915025,0.19569745533333335,12
2023-06-04,AAPL,0.05070558371428572,0.21071099414285716,0.7385834304285714,0.8619391957142858,-0.16000540900000002,7
