Date,ticker,Close,High,Low,Open,Volume,Daily_Change_USD,Daily_Return_Pct,EMA_20,SMA_50,SMA_200,RSI_14,ATR_14,OBV,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,Target_Forward_Return,Target_Direction,finbert_positive,finbert_negative,finbert_neutral,finbert_confidence,finbert_score,news_count
2023-05-01,MSFT,297.84600830078125,300.80927056527844,297.44635535169203,299.2204158338492,21294100,-1.6571044921875,-0.0055328456413505,282.1508849019145,266.9001168823242,249.07678367614747,66.75678753562644,6.825398216070554,-291166500.0,6.736282997766409,1.2867588594323855,5.449524138334024,266.68819572257047,282.1788101196289,297.66942451668734,10.979289614617931,1.005699702399391,94.58056618758536,82.43037049252139,-0.0004907878405109,0,0.2345462912857142,0.1127183661071428,0.6527353392857143,0.7894387057142858,0.1218279222142857,14
2023-05-02,MSFT,297.6998291015625,301.3746435203023,296.237697087883,299.9905085390908,26404400,-0.14617919921875,-0.0004907878405109,283.6317367304524,267.8232092285156,249.3233571624756,66.58319725833766,6.70479451723832,-317570900.0,7.153216191406216,1.3629536424577529,5.790262548948463,266.21163507206614,283.064860534668,299.91808599726977,11.90767757662929,0.93418895093317,91.27721008475768,92.66682480203524,-0.0033072175702621,0,0.2826664138823529,0.33634413,0.3809894658823529,0.8152152047058824,-0.0536777162352941,17
2023-05-03,MSFT,296.7152709960937,300.81897921071857,296.41309947358855,298.8792272280922,22360800,-0.98455810546875,-0.0033072175702621,284.87778761289445,268.8316888427734,249.5769570922852,65.35060332551993,6.540586318659156,-339931700.0,7.319814870985112,1.223641857629319,6.096173013355793,266.1132527050238,283.9041229248047,301.6949931445856,12.533012931617783,0.8600483819235798,88.22325872503848,91.36034499912716,0.0033181915516633,1,0.3493870611481481,0.2360566434333333,0.414556307,0.8434712629629629,0.1133304202222222,27
2023-05-04,MSFT,297.6998291015625,299.9905085390908,295.74056268414336,298.5088623937183,22519900,0.98455810546875,0.0033181915516633,286.09893442133904,269.88247467041015,249.80993682861327,66.02787479242721,6.376969142679748,-317411800.0,7.4454644560374845,1.0794331541453523,6.366031301892132,266.4575557819056,284.93102874755857,303.4045017132115,12.966978743490907,0.8455982634598403,87.85366598160358,89.11804493046655,0.0171572034442135,1,0.38401648512,0.12643924814,0.4895442726,0.7966831292000001,0.257577232272,25
2023-05-05,MSFT,302.8075256347656,304.0942089102195,296.5885862172232,298.00199235653776,28197100,5.107696533203125,0.0171572034442135,287.69022882261777,270.9718600463867,250.0551998138428,69.37249729351726,6.457587253416646,-289214700.0,7.866510840638398,1.2003836309970124,6.6661272096413855,265.8185506654685,285.8594833374024,305.90041600933625,14.021527246853244,0.9228356677505823,90.36831224447268,88.8150789837049,-0.0064380612870055,0,0.3510465281230769,0.2371830590384615,0.4117704086153846,0.8310847407692308,0.1138634697692307,13
2023-05-08,MSFT,300.8580322265625,302.36891985995953,298.3626625741606,302.30067989163814,21318600,-1.949493408203125,-0.0064380612870055,288.9443053372792,272.1304534912109,250.27828254699708,66.67435659615987,6.313821239644388,-310533300.0,7.951228495832197,1.0280810289526483,6.9231474668795485,265.81590543792333,286.7981689453125,307.7804324527017,14.63207633755161,0.8350416239958721,92.05729679217777,90.09309167275131,-0.0053458350120849,0,0.3242620472222222,0.11793072069999998,0.5578072459777778,0.7903444071111112,0.20633132398888887,21
2023-05-09,MSFT,299.24969482421875,302.2129574604757,298.5771116971217,300.22444953048654,21340800,-1.60833740234375,-0.0053458350120849,289.92577100270194,273.2385546875,250.51499649047847,64.44734554383517,6.122537277052217,-331874100.0,7.798690016998364,0.7004340400950522,7.098255976903312,266.97534973940054,287.9761596679688,308.976969596537,14.585103122968082,0.7684071517859448,91.2477388172236,91.22444928462468,0.0172963713160376,1,0.2888495222954546,0.2405400375,0.4706104522272727,0.8430310777272727,0.0483094856363636,22
2023-05-10,MSFT,304.4256286621094,305.09821176430125,299.9027824610233,300.8287815493971,30078000,5.175933837890625,0.0172963713160376,291.3067098274074,274.4646008300781,250.78499168396,68.13593983888977,6.102964395840095,-301796100.0,8.003200859487436,0.7239559060672978,7.279244953420138,267.9297342882727,289.38078155517576,310.8318288220788,14.82548160359642,0.8506786153547476,91.83871482711986,91.71458347884038,-0.0070442153858398,0,0.28064985886,0.1958131320666666,0.5235369926666666,0.7501409706666666,0.0848367266666666,15
2023-05-11,MSFT,302.2811889648437,303.26570080657984,298.5284068792122,302.2714616451602,31680200,-2.144439697265625,-0.0070442153858398,292.3518983166871,275.7091677856445,251.0777896118164,65.1213909476099,6.088268494915602,-333476300.0,7.901159169239804,0.4975313726557324,7.403627796584072,268.4570182249272,290.3686950683594,312.2803719117916,15.09231347289258,0.7718298097768591,92.30238884127034,91.79628082853792,-0.0036761684578224,0,0.2005665970315789,0.1753783398947368,0.6240550635263158,0.8694836057894737,0.0251882581657894,19
2023-05-12,MSFT,301.1699523925781,302.8075331032812,298.8597885779878,302.71005168658775,19774700,-1.111236572265625,-0.0036761684578224,293.1917129905815,276.8371542358398,251.28356506347657,63.55227670012023,5.935373925656872,-353251000.0,7.642524623603037,0.191117461615172,7.4514071619878655,269.7495705199572,291.4813766479492,313.2131827759412,14.911282757004162,0.722912345333078,93.25894069735445,92.4666814552482,0.0015857145650957,1,0.2885389411,0.0250868863499999,0.6863741775000001,0.827937343,0.26345204566,10
2023-05-15,MSFT,301.64752197265625,302.07641633631226,299.8247358006917,301.2966246281088,16336500,0.477569580078125,0.0015857145650957,293.9970281317315,277.89320281982424,251.45462356567384,63.95425235212878,5.672252969225707,-336914500.0,7.390893141260278,-0.0484112165820702,7.439304357842349,270.83194898456304,292.48829193115233,314.1446348777416,14.808348603360091,0.7114676070676658,88.04861311633108,91.2033142183186,0.0073678830430135,1,0.20587553331527775,0.09019223700277777,0.7039322104027779,0.7910599354166666,0.11568329516527777,33
2023-05-16,MSFT,303.8700256347656,305.790293615096,302.0082405576207,302.0082405576207,26730300,2.222503662109375,0.0073678830430135,294.93731360821096,278.9628985595703,251.6158476257324,65.84228156719101,5.563004303026711,-310184200.0,7.286813005447584,-0.1219930819158117,7.408806087363396,272.09285080638944,293.627294921875,315.1617390373605,14.667876241692843,0.7378220365931119,87.05137313863601,89.45297565077381,0.0094514398757965,1,0.35775331932,0.1453670724,0.49687961588,0.8224559927999999,0.21238624688,25
2023-05-17,MSFT,306.7420349121094,307.1620885056331,303.5573787677108,305.0715691203483,24315000,2.87200927734375,0.0094514398757965,296.0615727800108,280.14306182861327,251.8046383666992,68.16296212061417,5.42312611980497,-285869200.0,7.351334288625253,-0.0459774389905147,7.397311727615768,273.44570293766947,294.90599822998047,316.36629352229147,14.553990370569087,0.7757659324093652,89.40465199043227,88.16821274846643,0.0143948214578319,1,0.3355100146117647,0.1949527399999999,0.4695372524117647,0.8512691682352941,0.1405572687647058,17
2023-05-18,MSFT,311.15753173828125,311.66553123401303,306.4684936698732,307.2597684712648,27276000,4.415496826171875,0.0143948214578319,297.4992831569889,281.42030731201174,252.03093872070312,71.38212074803167,5.406976937257462,-258593200.0,7.670342627235414,0.218424719695716,7.4519179075396975,275.26790302331955,296.51952362060547,317.7711442178914,14.334044745382236,0.8443974554944113,94.1628775173774,90.20630088214854,-0.0005649268684514,0,0.404130813625,0.0406131173125,0.5552560578125,0.8000977943750001,0.3635176979375,16
2023-05-19,MSFT,310.98175048828125,311.38227715164794,309.05728471229986,309.4187276052405,27546700,-0.17578125,-0.0005649268684514,298.7833276647311,282.72093994140624,252.2193519592285,71.07401611093188,5.186835187406793,-286139900.0,7.818844187374566,0.2935410238678946,7.525303163506671,277.6881625842003,298.14131622314454,318.5944698620888,13.720442304370872,0.8138986410557154,96.28886011427944,93.28546320736302,0.0089212727852603,1,0.2053507862142857,0.1469135454285714,0.6477356669285715,0.85177222,0.0584372434142857,14
2023-05-22,MSFT,313.756103515625,315.1335157612651,310.65939292099665,311.2357518358931,24115700,2.77435302734375,0.0089212727852603,300.2093063171972,284.1497763061523,252.41592849731444,73.05109402623458,5.135927162611195,-262024200.0,8.06740383710229,0.4336805388764952,7.633723298225795,281.61652099542744,300.0962905883789,318.5760601813304,12.315893379901103,0.8695882910914702,95.13787857574307,95.19653873579996,-0.0184318695555754,0,0.28806550279047616,0.08052453276190473,0.6314099534476191,0.8169333798571428,0.20754097149047615,24
2023-05-23,MSFT,307.9729919433594,315.26055083800105,307.9632135465672,312.6327259488541,30797200,-5.783111572265625,-0.0184318695555754,300.94870494826023,285.3590417480469,252.5871694946289,63.33359865885178,5.290313600384242,-292821400.0,7.708877239675644,0.0601231531598784,7.648754086515765,290.314890320809,302.0715927124023,313.82829510399563,7.784050321333381,0.7509802083268213,83.75658776506393,91.7277754850288,-0.0044728027373893,0,0.2873659760689655,0.2237112985517241,0.4889227263448276,0.8313806789655173,0.0636546760793103,29
2023-05-24,MSFT,306.5954895019531,309.1842298558464,305.38413133071174,307.45515342600294,23384900,-1.37750244140625,-0.0044728027373893,301.48649395337384,286.406826171875,252.7640525817871,61.24379632027211,5.183869666437844,-316206300.0,7.230243645343989,-0.3348083529374204,7.56505199828141,293.06929802983285,303.0056976318359,312.942097233839,6.558556277760947,0.6806384613091421,69.71890936905608,82.87112523662101,0.0384579895866439,1,0.2904034219083333,0.10755042725,0.6020461415416667,0.8293024400000001,0.1828529994166666,24
2023-05-25,MSFT,318.38653564453125,319.3438643558403,312.6033603605029,315.7684598442555,43301700,11.791046142578123,0.0384579895866439,303.09602173348406,287.5997784423828,252.9903121948242,70.28284810305011,5.724191465541368,-272904600.0,7.7134461495309665,0.1187153209996445,7.594730828531322,292.465062172264,304.0683029174805,315.67154366269693,7.631996254713466,1.1169928316342828,70.56552622330291,74.68034111914096,0.0213857330039901,1,0.4508764970434782,0.1940199139565217,0.3551035988695652,0.8899422869565218,0.2568565864782609,23
2023-05-26,MSFT,325.1954650878906,325.69365647680604,316.3937162001289,316.5304646832212,36630600,6.808929443359375,0.0213857330039901,305.20073062438,288.7191418457031,253.2174301147461,74.04710029136805,5.979602094908207,-236274000.0,8.547283552571855,0.7620421792324263,7.785241373339429,290.7536934901068,305.35292053222656,319.9521475743463,9.562199055881624,1.1795751753985664,82.39882604818297,74.22775388018063,-0.0050468257100104,0,0.4593565948333333,0.1295514954583333,0.4110919177916667,0.8037164808333334,0.3298050924583333,24
2023-05-30,MSFT,323.55426025390625,327.9795506793169,322.8802068277949,327.4813593124993,29503100,-1.641204833984375,-0.0050468257100104,306.948685827192,289.74271301269533,253.44669464111328,71.68989131447759,5.916726506094903,-265777100.0,8.972247701501715,0.9496050625298283,8.022642638971886,290.4668985823486,306.6383331298828,322.809767677417,10.54756225842414,1.0230187549008365,92.85913632846656,81.9411628666508,-0.0085141554235874,0,0.29547368233571425,0.13570797483125,0.5688183534285715,0.7632996820776099,0.15976570873612636,46
2023-05-31,MSFT,320.7994689941406,328.1749431768424,319.7639428551413,324.6093167826368,45950600,-2.754791259765625,-0.0085141554235874,308.26780803356803,290.85155334472654,253.6385290527344,67.78903397607904,6.094888921495343,-311727700.0,8.983193555850107,0.768440733502576,8.214752822347531,291.0509274622382,307.7933151245117,324.53570278678524,10.878980692287438,0.8884199234896568,86.08739052382712,87.11511763349218,0.012759279742107,1,0.3375194776818182,0.1485747295454545,0.5139057935,0.7755147931818182,0.188944752,22
2023-06-01,MSFT,324.89263916015625,325.8206925176594,317.2143317221516,318.3963550941928,26773900,4.093170166015625,0.012759279742107,309.8511252837193,292.01203979492186,253.84328231811523,70.36894674322664,6.274279769639089,-284953800.0,9.21591748853058,0.800931732946438,8.41498575558414,291.70073593486524,309.20218353271486,326.7036311305645,11.320390689283665,0.9482616520638344,82.96649630358831,87.30434105196063,0.0084789878567532,1,0.3939714835714286,0.0701916020571428,0.5358369123333333,0.8485563661904763,0.3237798764761904,21
2023-06-02,MSFT,327.6473999023437,329.6988654721622,324.8632701870316,326.5239875083562,25873800,2.7547607421875,0.0084789878567532,311.54600858073115,293.25666870117186,254.06548599243163,71.99468456436826,6.171516592174196,-259080000.0,9.512979346975726,0.8783948731132671,8.634584473862459,292.2898779922458,310.6995620727539,329.109246153262,11.8504731436971,0.960296813228152,85.68610932363025,84.91333205034853,0.0016099512404121,1,0.2279774614,0.2616330280416666,0.5103895135,0.8905576991666666,-0.0336555624999999,12
2023-06-05,MSFT,328.1748962402344,330.7343313163918,326.9244840727919,327.4715375327869,21307100,0.527496337890625,0.0016099512404121,313.12971216735053,294.407158203125,254.29406021118163,72.30799728854208,6.002825924418885,-237772900.0,9.679389578159316,0.8358440834374861,8.84354549472183,292.4460954932054,311.96793060302736,331.4897657128493,12.515283267794006,0.9150984153393672,91.00885514858636,86.55382025860162,-0.0067272136352033,0,0.19964979505742295,0.20044921499450283,0.5999009894495798,0.8008582234138655,-0.0007994200840336316,39
2023-06-06,MSFT,325.9671936035156,327.61813272213266,324.49211655757586,327.5790489490728,20396200,-2.20770263671875,-0.0067272136352033,314.3523294469853,295.4567633056641,254.51717086792,68.83691603505743,5.837108335721717,-258169100.0,9.523348499625795,0.5438424039231737,8.979506095702623,293.4925181708345,313.223388671875,332.9542591729155,12.598593345601063,0.8229407676404492,88.89402411903116,88.52966286374924,-0.0308679857391797,0,0.3140921790555555,0.2395736194444444,0.4463342177222222,0.7843006516666667,0.0745185626666666,18
2023-06-07,MSFT,315.9052429199219,326.7584266923508,315.04557889593144,323.9840754044963,40717100,-10.06195068359375,-0.0308679857391797,314.50022596821736,296.38681457519533,254.7094604492188,55.710606899910125,6.2568040114858325,-298886200.0,8.489903172743027,-0.3916823383676782,8.881585511110705,295.37679717947583,314.05616607666013,332.73553497384444,11.895559402979355,0.5494951637134933,71.68405804199924,83.8623124365389,0.0058137967883753,1,0.3165716538235294,0.187159721,0.4962686386470589,0.8597475035294118,0.1294119291235294,17
2023-06-08,MSFT,317.7418518066406,319.0899588404042,315.8759965452041,316.4523555298072,23277700,1.83660888671875,0.0058137967883753,314.8089522385434,297.3760162353516,254.95165603637696,57.31075037221112,6.039458174608282,-275608500.0,7.729982862897998,-0.9212821185701668,8.651264981468165,296.5199715726918,314.7219772338867,332.9239828950816,11.56703819744245,0.5829544454870712,57.56999542826792,72.71602586309942,0.0047038134264458,1,0.40381996,0.2057845243333333,0.3903955129583333,0.7752544516666666,0.1980354317666667,12
2023-06-09,MSFT,319.2364501953125,322.3624661949436,316.9114577219513,317.47803824659906,22529000,1.494598388671875,0.0047038134264458,315.2306187106166,298.29217712402345,255.20767517089843,58.62093464976647,5.997426053064282,-253079500.0,7.165739951854846,-1.1884200236906557,8.354159975545501,298.2042673122434,315.56974029541016,332.9352132785769,11.005790965198772,0.6055747201201107,48.29830527371077,59.18411958132595,0.0154839906163426,1,0.3146570702,0.166441969125,0.5189009615,0.7885279475,0.14821509899,20
2023-06-12,MSFT,324.17950439453125,324.4237258036258,317.6441371021866,320.9850692837771,24260300,4.94305419921875,0.0154839906163426,316.0828935376561,299.2381860351563,255.49156112670897,62.69845577565239,6.05329481366249,-228819200.0,7.036326154800179,-1.0542670565962595,8.090593211396438,300.3001056445218,316.7202178955078,333.1403301464938,10.368843744862104,0.7271387182074694,59.17824767953451,55.015516127171054,0.0073527349037167,1,0.28096211956638656,0.07999296895238094,0.6390449238263305,0.7952013703641456,0.20096915588212885,29
2023-06-13,MSFT,326.5631103515625,329.1909351194717,322.7532623015664,326.7389426125968,22951300,2.38360595703125,0.0073527349037167,317.0810094246948,300.14901245117187,255.77253005981444,64.51435609988687,6.08075038539412,-205867900.0,7.044892730263541,-0.8365603849063179,7.881453115169859,302.5597812054908,317.96599731445315,333.3722134234156,9.690480264609157,0.7790144243176,70.77744420119888,59.41799905148137,0.0091235998736545,1,0.4418831982,0.15072466528,0.40739215004,0.8009024191999999,0.29115853784,25
2023-06-14,MSFT,329.54254150390625,331.20325873096044,325.1172515088124,326.6118850882896,26003800,2.97943115234375,0.0091235998736545,318.26782200366733,301.1402868652344,256.1205601501465,66.69676060615974,6.081125873733692,-179864100.0,7.208996176408846,-0.5379655510088117,7.746961727417657,304.49073745754004,319.24962310791017,334.0085087582803,9.245984697924891,0.8487024237408449,82.9199572612326,70.95854971398865,0.0318966147919377,1,0.2402122965294117,0.2294455047941176,0.5303422164705882,0.7866957164705882,0.0107667937058823,17
2023-06-15,MSFT,340.0538330078125,341.7536041604146,329.405787505742,329.6793142407834,38899100,10.51129150390625,0.0318966147919377,320.3426801945383,302.34276306152344,256.5350117492676,73.0045895081595,6.528746643800762,-140965000.0,8.093921034225616,0.2775674454463663,7.81635358877925,304.7287055409241,320.9152130126953,337.10172048446645,10.087715892191644,1.0911905341067074,89.41756734562252,81.03832293601796,-0.0165757805609391,0,0.3628783081153846,0.0781316353846153,0.5589900563076923,0.8275809830769231,0.2847466719538462,26
2023-06-16,MSFT,334.41717529296875,343.3459224105444,334.04598387273194,343.19939555884866,46552000,-5.63665771484375,-0.0165757805609391,321.6831082991507,303.4878723144531,256.932236404419,65.80657108688125,6.726688921944455,-187517000.0,8.24535190529997,0.3431986532165751,7.902153252083394,305.5249162927681,322.0781951904297,338.6314740880913,10.279043502385754,0.8727050144815152,84.38571086394836,85.57441182360112,-0.0125025300729628,0,0.2309908323333333,0.059388936225641,0.7096202411794872,0.8658924251282051,0.171601896974359,39
2023-06-20,MSFT,330.2361145019531,334.17296167361366,328.09673298112693,331.4669997090526,26375400,-4.181060791015625,-0.0125025300729628,322.4976803184652,304.4078259277344,257.3158275604248,61.00198212301513,6.697671306937124,-213892400.0,7.93649828642765,0.0274760274754042,7.909022258952246,306.9478139562264,323.0409133911133,339.1340128260002,9.963505406141904,0.7235492653218174,71.92064044755746,81.90797288570943,-0.0132818269214153,0,0.2999583509290935,0.19811128698245611,0.501930372745614,0.7471887280336257,0.10184706071220762,36
2023-06-21,MSFT,325.8499755859375,329.9236018707608,324.39442550484875,328.5950218821544,25117800,-4.386138916015625,-0.0132818269214153,322.81694653441497,305.28313903808595,257.6826755523681,56.353724546868,6.636529713377643,-239010200.0,7.25418310698592,-0.5238713215730613,7.778054428558981,308.09369845571604,323.6456069946289,339.1975155335418,9.61045551232893,0.5708713205775671,53.43460309311548,69.91365146820708,0.0184373575268705,1,0.4250166578333333,0.1256403420416666,0.44934300475,0.7854035349999999,0.2993763170833333,12
2023-06-22,MSFT,331.8577880859375,332.2583147464339,325.6350317853251,326.3970013361719,23556800,6.0078125,0.0184373575268705,323.67797906313143,306.4064971923828,258.10060249328615,60.7638532191452,6.635583516787009,-215453400.0,7.116192631845195,-0.5294894373710299,7.645682069216225,310.6793794549073,324.8398468017578,339.0003141486083,8.718430011754261,0.7478004825787261,50.42004933489024,58.59176429185438,-0.0138058338565846,0,0.3622322786111111,0.1638613160555555,0.4739064107222222,0.8775871466666667,0.1983709598333333,18
2023-06-23,MSFT,327.2762145996094,330.14826075055646,325.7425268104143,326.6314665032556,23146900,-4.581573486328125,-0.0138058338565846,324.0206681618436,307.4253576660156,258.5092443084717,56.107875767078,6.598417642411024,-238600300.0,6.561502578260331,-0.8673435927647155,7.428846171025047,314.4345747502672,325.87388305664064,337.3131913630141,7.020696595305346,0.561294420318553,46.93375490078983,50.26280244293184,-0.0191630377202486,0,0.67010382125,0.106899017125,0.2229971328333333,0.8541513808333333,0.5632048063333334,12
2023-06-26,MSFT,321.0046081542969,328.340998601614,320.8971352379601,326.00625756335666,21520600,-6.2716064453125,-0.0191630377202486,323.73342435160106,308.19499145507814,258.8630639648438,50.4133219381569,6.658806622499802,-260120900.0,5.551842306130368,-1.5016030919157437,7.053445398046112,314.85493803505767,326.0047866821289,337.1546353292001,6.8402975063939095,0.2757737039262216,41.22667761255985,46.19349394941329,0.0181677756303808,1,0.20462509167724865,0.24220502398042323,0.5531698606190476,0.7963372336507937,-0.03757993182962958,33
2023-06-27,MSFT,326.8365478515625,328.38001363040235,321.68834283318824,324.18916701420454,24354100,5.831939697265625,0.0181677756303808,324.0289599230259,309.15339599609376,259.24395881652833,54.98821571763551,6.709992254900207,-235766800.0,5.162755033945643,-1.5125522912803753,6.675307325226019,314.93786964059194,326.0868408203125,337.23581200003304,6.838038083152272,0.5336222517380659,35.312449949819914,41.157627487723175,0.0038261290147882,1,0.4750457357222222,0.0934072409629629,0.4315470326296296,0.8350393637037037,0.3816384948148148,27
2023-06-28,MSFT,328.0870666503906,330.16783795083114,326.09421148504384,326.9245702882871,20259500,1.250518798828125,0.0038261290147882,324.41544627801306,310.0849530029297,259.60230934143067,55.92717926153461,6.5216804128207135,-215507300.0,4.898836248705209,-1.4211768612166482,6.320013109921857,315.19541103615046,326.3134811401368,337.431551244123,6.814349235673513,0.5797613926547376,35.72419506576319,37.421107542714296,-0.0023822508498704,0,0.378140398125,0.0874838986874999,0.534375702625,0.78111494,0.29065649975,16
2023-06-29,MSFT,327.30548095703125,328.3409772213773,324.93165630266327,326.97334345829574,16997000,-0.781585693359375,-0.0023822508498704,324.6906876760148,311.00926330566404,259.94613502502443,55.15278696405699,6.29936902038452,-232504300.0,4.573886361668201,-1.3969013986029246,5.970787760271126,315.80807780646563,326.63878173828124,337.46948567009684,6.6316093111648255,0.5307782034735322,41.81205632435967,37.61623377998091,0.0163856044477157,1,0.4860097188789474,0.2150135262842105,0.2989767552105263,0.7816045357894736,0.2709961952631579,19
2023-06-30,MSFT,332.6685791015625,334.80796061953606,329.40578527983763,329.9430603518384,26832800,5.36309814453125,0.0163856044477157,325.45048685940026,312.0392755126953,260.3878469848633,59.31562561016474,6.385305494821684,-205671500.0,4.6949974262409455,-1.020632267224144,5.71562969346509,315.92076174276804,327.02757873535154,338.13439572793504,6.792587362530512,0.7539431580612923,47.40975880710396,41.64867006574226,-0.0074882000395564,0,0.3141049407647059,0.2431287872941177,0.4427662729411765,0.7486219835294117,0.070976149117647,17
2023-07-03,MSFT,330.177490234375,333.0202303553527,328.79032964679084,331.3497646514175,12508700,-2.4910888671875,-0.0074882000395564,325.9006776570169,313.0650848388672,260.8159883117676,56.6837181932779,6.231348010088838,-218180200.0,4.537661428438355,-0.9423746120213874,5.480036040459742,315.9645826835459,327.1540832519531,338.3435838203603,6.840507969322676,0.6351001755591426,46.3722963871655,45.198037172876354,0.000473600033126,1,0.1785867512111111,0.1379530952333333,0.6834601689333333,0.8385328751111111,0.04063365185555553,28
2023-07-05,MSFT,330.3338623046875,333.7529619318794,326.9929302209396,327.3445947298887,18172400,0.1563720703125,0.000473600033126,326.3228857186998,314.10084411621096,261.2780713653564,56.81325899288401,6.269111131578193,-200007800.0,4.375155368208368,-0.8839045378010999,5.259059906009468,315.9938418709744,327.2620315551758,338.5302212393772,6.886340973105884,0.6363054241897699,47.27787015344262,47.019975115904,0.0092266716430871,1,0.31853136082602335,0.129537959615497,0.5519306945760234,0.7782468226900585,0.188993401365497,28
2023-07-06,MSFT,333.3817443847656,335.0619888415349,327.7451250968569,329.50350728576706,28161200,3.047882080078125,0.0092266716430871,326.99515797261085,315.2753466796875,261.7584967041016,59.36413069277085,6.343950603942466,-171846600.0,4.441112377342563,-0.6543580229335237,5.095470400276087,316.0751988376191,327.6327590942383,339.19031935085746,7.055192092860798,0.7487110239046695,46.33018103245698,46.660115857688346,-0.0118674475957303,0,0.3400448194545454,0.171461334090909,0.4884938286363636,0.7850219227272728,0.1685834830909091,11
2023-07-07,MSFT,329.42535400390625,333.8897282258727,329.2104379854344,331.4768196689225,21214800,-3.956390380859375,-0.0118674475957303,327.2266052136866,316.4945147705078,262.22020652770993,54.8362825860409,6.225046292263599,-193061400.0,4.1265676404150895,-0.7751222078887974,4.901689848303887,318.0674260041775,328.3087646484375,338.5501032926975,6.238845712953609,0.5545138381931438,45.213363117549314,46.27380476781629,-0.0159836251610757,0,0.2708871142,0.172302416025,0.55681045145,0.8252714214999999,0.09858469495,20
2023-07-10,MSFT,324.1599426269531,327.48137758941004,320.0179571321777,326.8659348779879,32791400,-5.265411376953125,-0.0159836251610757,326.93454211018815,317.2194458007813,262.66562454223634,49.43249665753482,6.452357047939668,-225852800.0,3.4130702279609864,-1.1908956962743211,4.603965924235308,319.3785225707577,328.6296691894531,337.8808158081485,5.630134760207665,0.2584231043605323,40.37860535075617,43.974049833587465,0.0019286254199157,1,0.3767323706909091,0.13862293405212117,0.4846447110959596,0.7001269103232324,0.2381094366122828,27
2023-07-11,MSFT,324.7851257324219,325.1660955778508,319.44156081618985,323.40771358997307,26698200,0.62518310546875,0.0019286254199157,326.7298357884961,317.7724597167969,263.13113632202146,50.06174646238543,6.400369741776903,-199154600.0,2.865039053078988,-1.391141496925056,4.256180550004044,320.5055896488959,328.90710296630857,337.3086162837212,5.108745443100543,0.2546884068288241,33.24363520738681,39.61186789189741,0.0142270294202737,1,0.3416768141064516,0.2258179204354838,0.4325052807419355,0.8635149429032258,0.1158588933064516,31
2023-07-12,MSFT,329.4058532714844,333.75297652887264,327.91121941871575,328.8197159187511,29995300,4.6207275390625,0.0142270294202737,326.9846945963997,318.3705145263672,263.6099104309082,54.56220378985416,6.583761245682179,-169159300.0,2.771624927121365,-1.1876444983061427,3.959269425427508,321.0510321898582,329.1684204101563,337.2858086304544,4.932057704796544,0.5146249541653303,41.84379299102608,38.488677849723,0.0161920019981525,1,0.3922724301612903,0.1692064003387096,0.4385211649677419,0.7690720835483871,0.2230660230967742,31
